Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
single,1st phase - general contingent,1,Agronomy,daytime,Secondary education,148.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Meal preparation assistants,Meal preparation assistants,143.5,No,No,Yes,Yes,Male,No,18,No,0,6,6,5,15.0,0,0,6,8,4,14.5,0,8.9,1.4,3.51,Graduate
single,1st phase - general contingent,1,Nursing,daytime,Secondary education,138.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,126.8,No,No,No,Yes,Male,Yes,19,No,0,7,9,7,14.24444444,0,0,8,12,8,12.23333333,0,15.5,2.8,-4.06,Graduate
single,2nd phase - general contingent,1,Communication Design,daytime,Secondary education,119.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,115.2,No,No,No,Yes,Male,Yes,21,No,0,6,8,4,11.5,0,0,6,7,5,11.0,0,15.5,2.8,-4.06,Dropout
single,Over 23 years old,2,Oral Hygiene,daytime,Secondary education,130.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",100.0,No,No,No,Yes,Male,Yes,25,No,0,7,7,2,10.0,0,0,7,7,0,0.0,0,15.5,2.8,-4.06,Dropout
single,1st phase - general contingent,2,Advertising and Marketing Management,daytime,Secondary education,135.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen",Armed Forces Professions,121.4,No,No,No,Yes,Male,No,19,No,0,5,7,3,12.33333333,0,0,5,5,5,11.6,0,9.4,-0.8,-3.12,Graduate
single,Technological specialization diploma holders,1,Communication Design,daytime,Technological specialization course,120.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Intermediate Level Technicians and Professions,120.0,Yes,No,No,Yes,Male,No,23,No,2,7,8,5,12.2,0,5,9,10,7,12.14285714,1,16.2,0.3,-0.92,Dropout
single,2nd phase - general contingent,2,Communication Design,daytime,Secondary education,126.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,129.9,Yes,No,No,Yes,Male,Yes,19,No,0,6,6,6,13.66666667,0,0,6,7,5,13.2,0,12.4,0.5,1.79,Graduate
single,1st phase - general contingent,1,Animation and Multimedia Design,daytime,Secondary education,149.0,Portuguese,Higher Education - Degree,Higher Education - Bachelor's Degree,Specialists in Intellectual and Scientific Activities,"Personal Services, Security and Safety Workers and Sellers",151.1,Yes,No,No,Yes,Male,No,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate
single,Over 23 years old,1,Agronomy,daytime,Secondary education,110.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",120.0,No,No,Yes,No,Male,No,31,No,0,6,15,1,11.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,Dropout
single,Over 23 years old,1,Agronomy,daytime,Secondary education,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",130.0,No,No,Yes,No,Male,No,32,No,0,6,8,3,13.0,0,4,10,14,6,11.42857143,0,16.2,0.3,-0.92,Dropout
single,1st phase - special contingent (Madeira Island),2,Nursing,daytime,Secondary education,127.0,Portuguese,Higher Education - Bachelor's Degree,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,Unskilled Workers,119.0,Yes,No,No,Yes,Female,Yes,19,No,0,8,12,7,12.6,0,0,8,12,7,12.6,0,10.8,1.4,1.74,Graduate
single,Transfer,1,Journalism and Communication,daytime,Frequency of higher education,120.0,Portuguese,Unknown,Unknown,Student,Student,122.0,Yes,No,No,Yes,Female,No,34,No,8,10,11,10,12.2,0,5,10,12,9,12.33333333,0,7.6,2.6,0.32,Graduate
single,1st phase - special contingent (Madeira Island),6,Journalism and Communication,daytime,Secondary education,136.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,10th Year of Schooling,Student,Student,129.7,Yes,No,No,Yes,Female,No,21,No,0,6,6,6,13.16666667,0,0,6,6,6,13.0,0,7.6,2.6,0.32,Graduate
single,Change of course,2,Social Service,daytime,Secondary education,110.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",112.5,Yes,No,No,Yes,Female,Yes,53,No,4,7,16,6,11.0,0,2,7,9,7,11.0,0,9.4,-0.8,-3.12,Graduate
single,1st phase - general contingent,1,Nursing,daytime,Secondary education,136.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",136.0,No,No,No,Yes,Female,Yes,19,No,0,7,7,7,14.01428571,0,0,8,8,8,15.35,0,13.9,-0.3,0.79,Graduate
single,1st phase - general contingent,3,Journalism and Communication,daytime,Secondary education,145.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",133.1,No,No,No,Yes,Female,Yes,20,No,0,6,9,4,13.0,0,0,6,13,4,11.25,0,10.8,1.4,1.74,Graduate
single,1st phase - general contingent,2,Journalism and Communication,daytime,Secondary education,159.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,151.3,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,14.0,0,0,6,6,6,14.66666667,0,10.8,1.4,1.74,Graduate
single,Over 23 years old,1,Animation and Multimedia Design,daytime,Secondary education,147.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Workers in food processing, woodworking, clothing and other industries and crafts","Unskilled workers in extractive industry, construction, manufacturing and transport",133.3,No,No,No,No,Female,No,32,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Dropout
single,Change of course,1,Nursing,daytime,Secondary education,150.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,130.8,Yes,No,No,Yes,Female,Yes,21,No,0,8,8,7,14.42857143,0,0,8,8,7,14.42857143,0,12.7,3.7,-1.7,Graduate
single,Holders of other higher courses,1,Social Service (evening attendance),evening,Higher education - degree,140.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Other - 11th Year of Schooling,Unskilled Workers,Administrative staff,140.0,No,No,No,No,Female,No,26,No,0,5,9,0,0.0,0,0,5,10,0,0.0,0,9.4,-0.8,-3.12,Dropout
single,Transfer,1,Veterinary Nursing,daytime,Technological specialization course,150.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",150.0,Yes,No,No,Yes,Female,No,26,No,11,18,45,18,11.83333333,10,9,13,27,13,12.46153846,5,15.5,2.8,-4.06,Graduate
married,Technological specialization diploma holders,1,Management (evening attendance),evening,Technological specialization course,130.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,Administrative staff,Unskilled Workers,130.0,No,No,No,No,Female,No,21,No,0,5,12,3,11.33333333,0,0,5,10,1,13.0,0,15.5,2.8,-4.06,Dropout
single,2nd phase - general contingent,1,Journalism and Communication,daytime,Secondary education,120.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",125.3,No,No,No,Yes,Female,No,18,No,0,6,9,6,12.5,0,0,6,9,6,13.0,0,7.6,2.6,0.32,Graduate
single,Change of course,1,Communication Design,daytime,Technological specialization course,130.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers",Unskilled Workers,124.0,Yes,No,No,Yes,Female,Yes,21,No,4,12,12,12,13.33333333,0,5,12,12,11,12.54545455,0,15.5,2.8,-4.06,Graduate
single,1st phase - general contingent,1,Tourism,daytime,Secondary education,112.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",113.8,Yes,No,No,Yes,Female,No,21,No,0,6,10,6,10.83333333,0,0,6,10,4,11.0,0,7.6,2.6,0.32,Enrolled
single,2nd phase - general contingent,1,Advertising and Marketing Management,daytime,Secondary education,128.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",124.4,No,No,No,Yes,Female,Yes,19,No,0,6,6,6,13.0,0,0,6,6,6,14.0,0,13.9,-0.3,0.79,Graduate
single,2nd phase - general contingent,1,Management,daytime,Secondary education,114.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",107.7,No,No,No,Yes,Female,No,19,No,0,5,7,2,10.0,0,0,5,11,2,14.0,0,10.8,1.4,1.74,Dropout
single,Change of course,2,Social Service,daytime,Secondary education,118.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",110.0,No,No,No,Yes,Female,Yes,19,No,0,6,8,6,11.42857143,0,0,6,11,5,11.2,0,10.8,1.4,1.74,Graduate
single,Holders of other higher courses,1,Nursing,daytime,Higher education - degree,130.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",130.0,Yes,No,No,Yes,Female,No,27,No,0,8,8,8,12.8875,0,0,8,8,8,12.8875,0,9.4,-0.8,-3.12,Graduate
single,1st phase - general contingent,2,Nursing,daytime,Secondary education,145.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Administrative staff,138.8,Yes,No,No,Yes,Female,Yes,18,No,0,7,7,6,12.95,0,0,7,7,6,12.95,0,7.6,2.6,0.32,Graduate
single,1st phase - general contingent,2,Management,daytime,Secondary education,121.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,126.3,Yes,No,No,Yes,Female,No,20,No,0,5,12,1,10.0,2,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout
single,1st phase - general contingent,3,Nursing,daytime,Secondary education,114.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",114.5,Yes,No,No,Yes,Female,Yes,19,No,0,7,7,7,13.09428571,0,0,8,8,8,12.55,0,12.4,0.5,1.79,Graduate
single,1st phase - general contingent,4,Advertising and Marketing Management,daytime,Secondary education,127.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",116.5,Yes,No,No,Yes,Female,No,20,No,0,6,7,0,0.0,0,0,6,6,0,0.0,0,16.2,0.3,-0.92,Dropout
single,2nd phase - general contingent,2,Social Service,daytime,Secondary education,145.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",128.6,Yes,No,No,Yes,Female,Yes,19,No,0,6,12,5,11.71428571,0,0,6,11,6,11.0,0,12.7,3.7,-1.7,Graduate
single,2nd phase - general contingent,5,Social Service,daytime,Secondary education,130.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",130.0,Yes,No,No,Yes,Female,No,20,No,0,6,8,4,11.25,0,0,6,15,3,10.0,0,9.4,-0.8,-3.12,Enrolled
single,1st phase - general contingent,1,Animation and Multimedia Design,daytime,Secondary education,150.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen",Armed Forces Professions,134.6,No,No,No,Yes,Female,No,20,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Dropout
single,1st phase - general contingent,1,Basic Education,daytime,Secondary education,145.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",146.8,No,No,No,Yes,Female,No,18,No,0,6,6,6,13.16666667,0,0,6,6,6,13.33333333,0,7.6,2.6,0.32,Graduate
single,1st phase - general contingent,1,Veterinary Nursing,daytime,Secondary education,128.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers",Administrative staff,135.7,Yes,No,No,Yes,Female,No,20,No,0,5,7,4,12.75,0,0,5,5,5,13.4,0,10.8,1.4,1.74,Graduate
married,Over 23 years old,1,Management (evening attendance),evening,Secondary education,140.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,120.0,No,No,No,No,Female,No,38,No,0,5,6,5,10.6,0,0,5,9,2,11.0,0,12.7,3.7,-1.7,Dropout
divorced,Over 23 years old,1,Social Service (evening attendance),evening,Secondary education,130.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",138.0,No,No,No,Yes,Female,No,42,No,0,6,8,5,11.2,0,0,6,6,6,12.0,0,8.9,1.4,3.51,Graduate
single,Over 23 years old,1,Nursing,daytime,Secondary education,140.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",135.5,No,No,No,Yes,Female,No,32,No,0,7,0,0,0.0,0,0,8,0,0,0.0,0,13.9,-0.3,0.79,Dropout
single,International student (bachelor),1,Journalism and Communication,daytime,Secondary education,120.0,Santomean,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",120.0,Yes,No,No,Yes,Female,No,22,Yes,0,6,6,6,13.0,0,0,6,6,6,13.66666667,0,12.4,0.5,1.79,Graduate
married,Over 23 years old,1,Management (evening attendance),evening,Secondary education,147.0,Portuguese,Unknown,Unknown,Other Situation,Other Situation,111.7,Yes,No,No,Yes,Female,No,28,No,0,5,10,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
married,Over 23 years old,1,Social Service (evening attendance),evening,12th year of schooling - not completed,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Installation and Machine Operators and Assembly Workers,Armed Forces Professions,100.0,Yes,No,No,Yes,Female,No,37,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
married,Technological specialization diploma holders,1,Agronomy,daytime,Technological specialization course,160.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Administrative staff,160.0,No,No,No,Yes,Female,No,43,No,0,6,8,6,14.16666667,0,0,6,9,6,15.0,0,15.5,2.8,-4.06,Graduate
legally separated,Over 23 years old,1,Social Service (evening attendance),evening,Secondary education,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",114.8,No,No,No,Yes,Female,Yes,41,No,0,6,10,5,12.83333333,0,0,6,6,6,12.33333333,0,13.9,-0.3,0.79,Graduate
divorced,Over 23 years old,1,Social Service (evening attendance),evening,Basic education 3rd cycle (9th/10th/11th year) or equiv.,140.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Intermediate Level Technicians and Professions,131.0,No,No,No,Yes,Female,Yes,29,No,0,6,11,4,11.75,0,0,6,9,5,10.4,0,10.8,1.4,1.74,Graduate
single,Over 23 years old,1,Social Service (evening attendance),evening,Secondary education,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,97.0,No,No,No,Yes,Female,Yes,35,No,0,6,8,6,10.83333333,0,0,6,7,6,11.5,0,10.8,1.4,1.74,Graduate
single,2nd phase - general contingent,6,Social Service,daytime,Secondary education,131.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,Administrative staff,Specialists in Intellectual and Scientific Activities,131.7,Yes,No,No,Yes,Female,No,18,No,0,6,8,4,11.75,0,0,6,8,4,12.25,0,9.4,-0.8,-3.12,Dropout
